season,year,month,hour,holiday,week_day,working_day,weather_situation,temperature,felt_temperature,humidity,wind_speed,count,days_since_2011
spring,0,January,11am-4pm,0,Monday,1,Good,10.66,12.120000000000001,30.0,19.0012,77,2
spring,0,January,11am-4pm,0,Monday,1,Good,10.66,12.120000000000001,30.0,16.997899999999998,72,2
spring,0,January,11am-4pm,0,Monday,1,Good,10.66,12.120000000000001,30.0,16.997899999999998,76,2
spring,0,January,5pm-8pm,0,Monday,1,Good,9.84,11.365,30.0,15.001299999999999,157,2
spring,0,January,5pm-8pm,0,Monday,1,Good,9.84,12.879999999999999,32.0,7.0015,157,2
spring,0,January,5pm-8pm,0,Monday,1,Good,8.200000000000001,12.879999999999999,47.0,0.0,110,2
spring,0,January,5pm-8pm,0,Monday,1,Good,8.200000000000001,11.365,47.0,7.0015,52,2
spring,0,January,9pm-5am,0,Monday,1,Good,7.38,9.85,64.0,8.9981,52,2
spring,0,January,9pm-5am,0,Monday,1,Good,5.74,7.575,69.0,8.9981,20,2
spring,0,January,9pm-5am,0,Monday,1,Good,7.38,10.605,55.00000000000001,7.0015,12,2
spring,0,January,9pm-5am,0,Tuesday,1,Good,6.5600000000000005,9.09,55.00000000000001,7.0015,5,3
spring,0,January,9pm-5am,0,Tuesday,1,Good,6.5600000000000005,9.09,59.0,7.0015,2,3
spring,0,January,9pm-5am,0,Tuesday,1,Good,5.74,7.575,63.0,8.9981,1,3
spring,0,January,9pm-5am,0,Tuesday,1,Good,5.74,9.09,63.0,6.0032,2,3
spring,0,January,9pm-5am,0,Tuesday,1,Good,4.92,7.575,68.0,7.0015,4,3
spring,0,January,6am-10am,0,Tuesday,1,Good,4.92,7.575,74.0,7.0015,36,3
spring,0,January,6am-10am,0,Tuesday,1,Good,4.92,7.575,74.0,8.9981,94,3
spring,0,January,6am-10am,0,Tuesday,1,Good,5.74,7.575,69.0,11.0014,179,3
spring,0,January,6am-10am,0,Tuesday,1,Good,6.5600000000000005,7.575,64.0,15.001299999999999,100,3
spring,0,January,6am-10am,0,Tuesday,1,Medium,6.5600000000000005,6.819999999999999,69.0,22.0028,42,3
spring,0,January,11am-4pm,0,Tuesday,1,Good,9.02,10.605,51.0,19.999499999999998,57,3
spring,0,January,11am-4pm,0,Tuesday,1,Good,9.02,11.365,51.0,11.0014,78,3
spring,0,January,11am-4pm,0,Tuesday,1,Good,9.84,11.365,56.00000000000001,12.998,97,3
spring,0,January,11am-4pm,0,Tuesday,1,Good,10.66,12.879999999999999,52.0,15.001299999999999,63,3
spring,0,January,11am-4pm,0,Tuesday,1,Good,11.48,13.635,52.0,16.997899999999998,65,3
spring,0,January,11am-4pm,0,Tuesday,1,Good,12.299999999999999,14.395,49.0,16.997899999999998,83,3
spring,0,January,5pm-8pm,0,Tuesday,1,Good,11.48,13.635,48.0,15.001299999999999,212,3
spring,0,January,5pm-8pm,0,Tuesday,1,Good,10.66,12.879999999999999,48.0,12.998,182,3
spring,0,January,5pm-8pm,0,Tuesday,1,Good,9.84,12.879999999999999,48.0,7.0015,112,3
spring,0,January,5pm-8pm,0,Tuesday,1,Good,9.84,12.879999999999999,48.0,7.0015,54,3
spring,0,January,9pm-5am,0,Tuesday,1,Good,9.02,13.635,64.0,0.0,48,3
spring,0,January,9pm-5am,0,Tuesday,1,Good,9.02,12.879999999999999,64.0,6.0032,35,3
spring,0,January,9pm-5am,0,Tuesday,1,Good,8.200000000000001,11.365,69.0,6.0032,11,3
spring,0,January,9pm-5am,0,Wednesday,1,Good,8.200000000000001,12.879999999999999,64.0,0.0,6,4
spring,0,January,9pm-5am,0,Wednesday,1,Good,6.5600000000000005,9.85,74.0,6.0032,6,4
spring,0,January,9pm-5am,0,Wednesday,1,Good,6.5600000000000005,9.85,74.0,6.0032,2,4
spring,0,January,9pm-5am,0,Wednesday,1,Good,9.84,11.365,48.0,15.001299999999999,2,4
spring,0,January,9pm-5am,0,Wednesday,1,Good,9.02,11.365,47.0,11.0014,3,4
spring,0,January,6am-10am,0,Wednesday,1,Good,8.200000000000001,9.85,47.0,15.001299999999999,33,4
spring,0,January,6am-10am,0,Wednesday,1,Good,7.38,9.09,43.0,12.998,88,4
spring,0,January,6am-10am,0,Wednesday,1,Good,8.200000000000001,9.09,40.0,19.999499999999998,195,4
spring,0,January,6am-10am,0,Wednesday,1,Good,9.02,9.85,37.0,22.0028,115,4
spring,0,January,6am-10am,0,Wednesday,1,Good,9.02,9.85,37.0,22.0028,57,4
spring,0,January,11am-4pm,0,Wednesday,1,Good,10.66,11.365,33.0,22.0028,46,4
spring,0,January,11am-4pm,0,Wednesday,1,Good,10.66,11.365,33.0,22.0028,79,4
spring,0,January,11am-4pm,0,Wednesday,1,Good,11.48,12.879999999999999,30.0,19.999499999999998,71,4
spring,0,January,11am-4pm,0,Wednesday,1,Good,12.299999999999999,14.395,28.000000000000004,12.998,62,4
spring,0,January,11am-4pm,0,Wednesday,1,Good,12.299999999999999,14.395,28.000000000000004,12.998,62,4
spring,0,January,11am-4pm,0,Wednesday,1,Good,12.299999999999999,15.909999999999998,28.000000000000004,6.0032,89,4
spring,0,January,5pm-8pm,0,Wednesday,1,Good,9.84,11.365,38.0,12.998,190,4
spring,0,January,5pm-8pm,0,Wednesday,1,Good,9.84,12.120000000000001,38.0,8.9981,169,4
spring,0,January,5pm-8pm,0,Wednesday,1,Good,9.84,12.879999999999999,38.0,7.0015,132,4
spring,0,January,5pm-8pm,0,Wednesday,1,Good,9.02,11.365,47.0,11.0014,89,4
spring,0,January,9pm-5am,0,Wednesday,1,Good,8.200000000000001,9.85,51.0,12.998,43,4
spring,0,January,9pm-5am,0,Wednesday,1,Good,7.38,9.85,55.00000000000001,8.9981,42,4
spring,0,January,9pm-5am,0,Wednesday,1,Good,8.200000000000001,12.879999999999999,47.0,0.0,19,4
spring,0,January,9pm-5am,0,Thursday,1,Good,7.38,12.120000000000001,55.00000000000001,0.0,11,5
spring,0,January,9pm-5am,0,Thursday,1,Good,6.5600000000000005,11.365,64.0,0.0,4,5
spring,0,January,9pm-5am,0,Thursday,1,Good,6.5600000000000005,11.365,64.0,0.0,2,5
spring,0,January,9pm-5am,0,Thursday,1,Medium,6.5600000000000005,9.85,64.0,6.0032,1,5
spring,0,January,9pm-5am,0,Thursday,1,Medium,5.74,9.09,69.0,6.0032,4,5
spring,0,January,6am-10am,0,Thursday,1,Medium,5.74,8.334999999999999,63.0,7.0015,36,5
spring,0,January,6am-10am,0,Thursday,1,Medium,6.5600000000000005,11.365,59.0,0.0,95,5
spring,0,January,6am-10am,0,Thursday,1,Good,6.5600000000000005,11.365,59.0,0.0,219,5
spring,0,January,6am-10am,0,Thursday,1,Medium,7.38,12.120000000000001,51.0,0.0,122,5
spring,0,January,6am-10am,0,Thursday,1,Good,8.200000000000001,12.879999999999999,47.0,0.0,45,5
spring,0,January,11am-4pm,0,Thursday,1,Good,9.02,12.879999999999999,44.0,6.0032,59,5
spring,0,January,11am-4pm,0,Thursday,1,Good,10.66,14.395,35.0,0.0,84,5
spring,0,January,11am-4pm,0,Thursday,1,Good,10.66,13.635,35.0,7.0015,67,5
spring,0,January,11am-4pm,0,Thursday,1,Good,11.48,13.635,36.0,11.0014,70,5
spring,0,January,11am-4pm,0,Thursday,1,Good,11.48,13.635,36.0,0.0,62,5
spring,0,January,11am-4pm,0,Thursday,1,Good,10.66,12.879999999999999,38.0,11.0014,86,5
spring,0,January,5pm-8pm,0,Thursday,1,Good,9.02,11.365,51.0,11.0014,172,5
spring,0,January,5pm-8pm,0,Thursday,1,Good,9.02,11.365,51.0,8.9981,163,5
spring,0,January,5pm-8pm,0,Thursday,1,Good,9.02,12.879999999999999,55.00000000000001,6.0032,112,5
spring,0,January,5pm-8pm,0,Thursday,1,Good,8.200000000000001,10.605,51.0,11.0014,69,5
spring,0,January,9pm-5am,0,Thursday,1,Medium,9.02,10.605,55.00000000000001,15.001299999999999,48,5
spring,0,January,9pm-5am,0,Thursday,1,Medium,9.02,10.605,51.0,19.0012,52,5
spring,0,January,9pm-5am,0,Thursday,1,Medium,8.200000000000001,9.85,59.0,12.998,23,5
spring,0,January,9pm-5am,0,Friday,1,Medium,8.200000000000001,9.85,64.0,12.998,17,6
spring,0,January,9pm-5am,0,Friday,1,Medium,8.200000000000001,9.85,69.0,15.001299999999999,7,6
spring,0,January,9pm-5am,0,Friday,1,Medium,8.200000000000001,9.85,69.0,15.001299999999999,1,6
spring,0,January,9pm-5am,0,Friday,1,Medium,8.200000000000001,10.605,69.0,8.9981,1,6
spring,0,January,9pm-5am,0,Friday,1,Bad,9.02,13.635,55.00000000000001,0.0,5,6
spring,0,January,6am-10am,0,Friday,1,Medium,8.200000000000001,12.879999999999999,69.0,0.0,34,6
spring,0,January,6am-10am,0,Friday,1,Good,8.200000000000001,10.605,69.0,8.9981,84,6
spring,0,January,6am-10am,0,Friday,1,Good,8.200000000000001,9.85,51.0,16.997899999999998,210,6
spring,0,January,6am-10am,0,Friday,1,Good,8.200000000000001,9.09,47.0,19.999499999999998,134,6
spring,0,January,6am-10am,0,Friday,1,Good,9.02,9.85,37.0,22.0028,63,6
spring,0,January,11am-4pm,0,Friday,1,Medium,8.200000000000001,9.85,40.0,15.001299999999999,67,6
spring,0,January,11am-4pm,0,Friday,1,Medium,8.200000000000001,9.85,37.0,16.997899999999998,59,6
spring,0,January,11am-4pm,0,Friday,1,Medium,8.200000000000001,9.09,37.0,19.0012,73,6
spring,0,January,11am-4pm,0,Friday,1,Medium,8.200000000000001,9.85,40.0,16.997899999999998,50,6
spring,0,January,11am-4pm,0,Friday,1,Medium,8.200000000000001,10.605,37.0,11.0014,72,6
spring,0,January,11am-4pm,0,Friday,1,Medium,8.200000000000001,10.605,37.0,11.0014,87,6
spring,0,January,5pm-8pm,0,Friday,1,Medium,8.200000000000001,12.879999999999999,37.0,0.0,187,6
spring,0,January,5pm-8pm,0,Friday,1,Good,8.200000000000001,11.365,40.0,6.0032,123,6
spring,0,January,5pm-8pm,0,Friday,1,Good,6.5600000000000005,9.85,55.00000000000001,6.0032,95,6
spring,0,January,5pm-8pm,0,Friday,1,Good,7.38,10.605,47.0,7.0015,51,6
spring,0,January,9pm-5am,0,Friday,1,Good,7.38,9.85,47.0,8.9981,39,6
spring,0,January,9pm-5am,0,Friday,1,Medium,7.38,9.85,43.0,11.0014,36,6
spring,0,January,9pm-5am,0,Friday,1,Medium,7.38,9.85,51.0,11.0014,15,6
spring,0,January,9pm-5am,0,Saturday,0,Medium,7.38,9.85,51.0,11.0014,25,7
spring,0,January,9pm-5am,0,Saturday,0,Medium,7.38,10.605,55.00000000000001,6.0032,16,7
spring,0,January,9pm-5am,0,Saturday,0,Medium,7.38,12.120000000000001,55.00000000000001,0.0,16,7
spring,0,January,9pm-5am,0,Saturday,0,Bad,7.38,9.85,55.00000000000001,11.0014,7,7
spring,0,January,9pm-5am,0,Saturday,0,Bad,7.38,9.85,55.00000000000001,11.0014,1,7
spring,0,January,9pm-5am,0,Saturday,0,Medium,6.5600000000000005,8.334999999999999,74.0,11.0014,5,7
spring,0,January,6am-10am,0,Saturday,0,Medium,6.5600000000000005,8.334999999999999,74.0,11.0014,2,7
spring,0,January,6am-10am,0,Saturday,0,Medium,6.5600000000000005,9.09,74.0,7.0015,9,7
spring,0,January,6am-10am,0,Saturday,0,Bad,6.5600000000000005,9.09,93.0,7.0015,15,7
spring,0,January,6am-10am,0,Saturday,0,Bad,6.5600000000000005,9.09,93.0,7.0015,20,7
spring,0,January,6am-10am,0,Saturday,0,Medium,7.38,9.85,80.0,11.0014,61,7
spring,0,January,11am-4pm,0,Saturday,0,Medium,8.200000000000001,9.09,69.0,26.0027,62,7
spring,0,January,11am-4pm,0,Saturday,0,Medium,8.200000000000001,9.09,59.0,23.9994,98,7
spring,0,January,11am-4pm,0,Saturday,0,Good,8.200000000000001,9.09,44.0,22.0028,102,7
spring,0,January,11am-4pm,0,Saturday,0,Good,8.200000000000001,8.334999999999999,32.0,32.9975,95,7
spring,0,January,11am-4pm,0,Saturday,0,Good,8.200000000000001,8.334999999999999,32.0,30.002599999999997,74,7
spring,0,January,11am-4pm,0,Saturday,0,Good,7.38,6.819999999999999,28.999999999999996,30.002599999999997,76,7
spring,0,January,5pm-8pm,0,Saturday,0,Good,6.5600000000000005,6.0600000000000005,37.0,36.9974,69,7
spring,0,January,5pm-8pm,0,Saturday,0,Good,5.74,6.0600000000000005,39.0,19.999499999999998,55,7
spring,0,January,5pm-8pm,0,Saturday,0,Good,5.74,6.0600000000000005,36.0,16.997899999999998,30,7
spring,0,January,5pm-8pm,0,Saturday,0,Good,4.92,6.0600000000000005,36.0,16.997899999999998,28,7
spring,0,January,9pm-5am,0,Saturday,0,Good,4.92,5.305,39.0,23.9994,37,7
spring,0,January,9pm-5am,0,Saturday,0,Good,4.92,5.305,36.0,26.0027,34,7
spring,0,January,9pm-5am,0,Saturday,0,Good,4.1000000000000005,3.0300000000000002,39.0,30.002599999999997,22,7
spring,0,January,9pm-5am,0,Sunday,0,Good,4.1000000000000005,3.7900000000000005,42.0,26.0027,25,8
spring,0,January,9pm-5am,0,Sunday,0,Good,4.1000000000000005,3.0300000000000002,42.0,31.0009,12,8
spring,0,January,9pm-5am,0,Sunday,0,Good,4.1000000000000005,3.0300000000000002,46.0,31.0009,11,8
spring,0,January,9pm-5am,0,Sunday,0,Good,4.1000000000000005,3.7900000000000005,46.0,27.999299999999998,4,8
spring,0,January,9pm-5am,0,Sunday,0,Good,3.2800000000000002,4.545,53.0,12.998,1,8
spring,0,January,9pm-5am,0,Sunday,0,Good,3.2800000000000002,4.545,53.0,12.998,1,8
spring,0,January,6am-10am,0,Sunday,0,Good,4.1000000000000005,4.545,49.0,19.0012,1,8
spring,0,January,6am-10am,0,Sunday,0,Good,3.2800000000000002,4.545,53.0,12.998,6,8
spring,0,January,6am-10am,0,Sunday,0,Good,4.1000000000000005,4.545,49.0,19.0012,10,8
spring,0,January,6am-10am,0,Sunday,0,Good,4.92,3.7900000000000005,46.0,35.0008,19,8
spring,0,January,6am-10am,0,Sunday,0,Good,5.74,5.305,43.0,26.0027,49,8
spring,0,January,11am-4pm,0,Sunday,0,Good,6.5600000000000005,6.0600000000000005,40.0,35.0008,49,8
spring,0,January,11am-4pm,0,Sunday,0,Good,7.38,6.819999999999999,37.0,30.002599999999997,83,8
spring,0,January,11am-4pm,0,Sunday,0,Good,8.200000000000001,8.334999999999999,34.0,30.002599999999997,75,8
spring,0,January,11am-4pm,0,Sunday,0,Good,9.02,9.09,32.0,31.0009,72,8
spring,0,January,11am-4pm,0,Sunday,0,Good,9.02,9.85,35.0,23.9994,82,8
spring,0,January,11am-4pm,0,Sunday,0,Good,8.200000000000001,8.334999999999999,34.0,30.002599999999997,92,8
spring,0,January,5pm-8pm,0,Sunday,0,Good,7.38,7.575,37.0,26.0027,62,8
spring,0,January,5pm-8pm,0,Sunday,0,Good,6.5600000000000005,6.819999999999999,40.0,22.0028,48,8
spring,0,January,5pm-8pm,0,Sunday,0,Good,6.5600000000000005,6.819999999999999,43.0,22.0028,41,8
spring,0,January,5pm-8pm,0,Sunday,0,Good,5.74,6.0600000000000005,46.0,16.997899999999998,38,8
spring,0,January,9pm-5am,0,Sunday,0,Good,5.74,5.305,46.0,27.999299999999998,20,8
spring,0,January,9pm-5am,0,Sunday,0,Good,5.74,6.0600000000000005,46.0,19.999499999999998,15,8
spring,0,January,9pm-5am,0,Sunday,0,Good,4.92,6.819999999999999,50.0,12.998,6,8
spring,0,January,9pm-5am,0,Monday,1,Good,4.92,6.0600000000000005,50.0,19.0012,5,9
spring,0,January,9pm-5am,0,Monday,1,Good,4.92,6.0600000000000005,50.0,19.0012,1,9
spring,0,January,9pm-5am,0,Monday,1,Good,4.92,6.0600000000000005,50.0,15.001299999999999,3,9
spring,0,January,9pm-5am,0,Monday,1,Good,4.92,6.0600000000000005,50.0,15.001299999999999,1,9
spring,0,January,9pm-5am,0,Monday,1,Good,4.1000000000000005,6.0600000000000005,54.0,8.9981,3,9
spring,0,January,9pm-5am,0,Monday,1,Good,4.1000000000000005,5.305,54.0,16.997899999999998,3,9
spring,0,January,6am-10am,0,Monday,1,Good,4.92,6.0600000000000005,50.0,19.0012,31,9
spring,0,January,6am-10am,0,Monday,1,Good,4.92,6.0600000000000005,50.0,15.001299999999999,77,9
spring,0,January,6am-10am,0,Monday,1,Medium,4.92,6.0600000000000005,50.0,19.0012,188,9
spring,0,January,6am-10am,0,Monday,1,Medium,5.74,6.0600000000000005,50.0,16.997899999999998,94,9
spring,0,January,6am-10am,0,Monday,1,Medium,5.74,6.0600000000000005,50.0,19.999499999999998,31,9
spring,0,January,11am-4pm,0,Monday,1,Medium,6.5600000000000005,6.819999999999999,47.0,19.0012,30,9
spring,0,January,11am-4pm,0,Monday,1,Medium,8.200000000000001,9.09,40.0,19.0012,52,9
spring,0,January,11am-4pm,0,Monday,1,Medium,8.200000000000001,9.09,40.0,19.0012,54,9
spring,0,January,11am-4pm,0,Monday,1,Medium,8.200000000000001,9.85,40.0,15.001299999999999,47,9
spring,0,January,11am-4pm,0,Monday,1,Medium,8.200000000000001,9.85,40.0,15.001299999999999,45,9
spring,0,January,11am-4pm,0,Monday,1,Good,8.200000000000001,10.605,40.0,8.9981,74,9
spring,0,January,5pm-8pm,0,Monday,1,Good,8.200000000000001,11.365,40.0,7.0015,178,9
spring,0,January,5pm-8pm,0,Monday,1,Good,8.200000000000001,9.85,40.0,15.001299999999999,155,9
spring,0,January,5pm-8pm,0,Monday,1,Good,6.5600000000000005,8.334999999999999,47.0,11.0014,95,9
spring,0,January,5pm-8pm,0,Monday,1,Good,6.5600000000000005,8.334999999999999,50.0,11.0014,74,9
spring,0,January,9pm-5am,0,Monday,1,Good,5.74,6.819999999999999,59.0,12.998,38,9
spring,0,January,9pm-5am,0,Monday,1,Good,5.74,7.575,59.0,11.0014,24,9
spring,0,January,9pm-5am,0,Monday,1,Good,5.74,7.575,59.0,11.0014,18,9
spring,0,January,9pm-5am,0,Tuesday,1,Good,5.74,8.334999999999999,59.0,7.0015,12,10
spring,0,January,9pm-5am,0,Tuesday,1,Good,5.74,7.575,59.0,11.0014,3,10
spring,0,January,9pm-5am,0,Tuesday,1,Medium,6.5600000000000005,7.575,55.00000000000001,12.998,3,10
spring,0,January,9pm-5am,0,Tuesday,1,Medium,6.5600000000000005,9.09,55.00000000000001,8.9981,6,10
spring,0,January,6am-10am,0,Tuesday,1,Medium,6.5600000000000005,9.09,55.00000000000001,8.9981,27,10
spring,0,January,6am-10am,0,Tuesday,1,Medium,6.5600000000000005,11.365,55.00000000000001,0.0,99,10
spring,0,January,6am-10am,0,Tuesday,1,Medium,7.38,10.605,51.0,6.0032,217,10
spring,0,January,6am-10am,0,Tuesday,1,Medium,7.38,9.85,51.0,11.0014,130,10
spring,0,January,6am-10am,0,Tuesday,1,Medium,8.200000000000001,10.605,51.0,11.0014,54,10
spring,0,January,11am-4pm,0,Tuesday,1,Medium,8.200000000000001,10.605,47.0,8.9981,35,10
spring,0,January,11am-4pm,0,Tuesday,1,Medium,8.200000000000001,11.365,51.0,7.0015,57,10
spring,0,January,11am-4pm,0,Tuesday,1,Medium,8.200000000000001,11.365,59.0,6.0032,52,10
spring,0,January,11am-4pm,0,Tuesday,1,Medium,8.200000000000001,11.365,59.0,6.0032,63,10
spring,0,January,11am-4pm,0,Tuesday,1,Medium,6.5600000000000005,9.85,80.0,6.0032,47,10
spring,0,January,11am-4pm,0,Tuesday,1,Medium,6.5600000000000005,7.575,86.0,15.001299999999999,76,10
spring,0,January,5pm-8pm,0,Tuesday,1,Medium,6.5600000000000005,7.575,86.0,15.001299999999999,136,10
spring,0,January,5pm-8pm,0,Tuesday,1,Bad,6.5600000000000005,9.09,93.0,7.0015,95,10
spring,0,January,5pm-8pm,0,Tuesday,1,Bad,6.5600000000000005,11.365,93.0,0.0,51,10
spring,0,January,5pm-8pm,0,Tuesday,1,Bad,6.5600000000000005,7.575,93.0,12.998,32,10
spring,0,January,9pm-5am,0,Tuesday,1,Bad,6.5600000000000005,9.85,86.0,6.0032,20,10
spring,0,January,9pm-5am,0,Tuesday,1,Bad,6.5600000000000005,9.09,93.0,7.0015,29,10
spring,0,January,9pm-5am,0,Tuesday,1,Bad,6.5600000000000005,9.85,93.0,6.0032,19,10
spring,0,January,9pm-5am,0,Wednesday,1,Medium,6.5600000000000005,9.85,86.0,6.0032,7,11
spring,0,January,9pm-5am,0,Wednesday,1,Medium,6.5600000000000005,9.09,86.0,7.0015,6,11
spring,0,January,9pm-5am,0,Wednesday,1,Good,5.74,7.575,86.0,8.9981,1,11
spring,0,January,9pm-5am,0,Wednesday,1,Good,5.74,7.575,86.0,11.0014,5,11
spring,0,January,6am-10am,0,Wednesday,1,Good,4.92,7.575,93.0,8.9981,16,11
spring,0,January,6am-10am,0,Wednesday,1,Good,5.74,7.575,69.0,8.9981,54,11
spring,0,January,6am-10am,0,Wednesday,1,Good,6.5600000000000005,8.334999999999999,59.0,11.0014,128,11
spring,0,January,6am-10am,0,Wednesday,1,Good,6.5600000000000005,6.819999999999999,59.0,22.0028,81,11
spring,0,January,6am-10am,0,Wednesday,1,Good,7.38,9.09,55.00000000000001,15.001299999999999,39,11
spring,0,January,11am-4pm,0,Wednesday,1,Good,8.200000000000001,9.09,51.0,26.0027,35,11
spring,0,January,11am-4pm,0,Wednesday,1,Good,8.200000000000001,7.575,47.0,39.000699999999995,55,11
spring,0,January,11am-4pm,0,Wednesday,1,Good,9.02,9.85,44.0,23.9994,49,11
spring,0,January,11am-4pm,0,Wednesday,1,Good,8.200000000000001,9.09,47.0,22.0028,44,11
